shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag
SHP00189,China,Nigeria,Agricultural,260300,804,21309,Road,Guangzhou,Dar es Salaam,17,On-Time,21664,Prepaid,13.43,2882.54,0.21,0
SHP00190,China,Tanzania,Machinery,520942,2121,79131,Road,Qingdao,Tema,39,On-Time,79518,Prepaid,54.09,1517.01,0.28,0
SHP00191,China,South Africa,Textiles,520942,4753,77099,Air,Shanghai,Mombasa,36,On-Time,76676,Credit,42.44,2379.9,0.33,0
SHP00192,China,Kenya,Textiles,520942,4900,22778,Air,Shenzhen,Lagos,14,On-Time,22307,On Delivery,44.76,2200.67,0.07,0
SHP00193,China,South Africa,Electronics,520942,3641,147633,Rail,Shenzhen,Dar es Salaam,16,Delayed,147007,Prepaid,29.79,212.05,0.22,0
SHP00194,China,Ethiopia,Textiles,843890,1575,101059,Air,Qingdao,Durban,16,On-Time,101166,Credit,42.12,494.75,0.2,0
SHP00195,China,Nigeria,Minerals,843890,2090,72649,Air,Qingdao,Tema,37,On-Time,73121,On Delivery,54.48,396.97,0.49,1
SHP00196,China,Kenya,Machinery,520942,3424,123154,Ship,Shanghai,Lagos,12,On-Time,122423,On Delivery,24.17,1349.09,0.34,0
SHP00197,China,Ethiopia,Electronics,847130,3482,142348,Ship,Shenzhen,Durban,22,On-Time,142319,Prepaid,49.91,505.29,0.09,0
SHP00198,China,South Africa,Electronics,847130,3242,40946,Air,Guangzhou,Lagos,39,On-Time,41173,On Delivery,34.01,2533.29,0.4,0
SHP00199,China,Nigeria,Textiles,520942,2253,88310,Rail,Shanghai,Mombasa,17,On-Time,88584,On Delivery,9.17,812.9,0.04,0
SHP00200,China,Ghana,Electronics,520942,1366,96155,Air,Qingdao,Lagos,28,On-Time,95273,Credit,16.89,544.13,0.05,0
SHP00201,China,Kenya,Minerals,843890,1058,69178,Rail,Beijing,Dar es Salaam,16,On-Time,68453,Prepaid,69.08,2895.53,0.01,1
SHP00202,China,Tanzania,Textiles,260300,4115,50272,Rail,Beijing,Addis Ababa,31,Delayed,50518,Credit,18.91,1567.58,0.18,0
SHP00203,China,South Africa,Electronics,260300,3973,44062,Air,Shanghai,Lagos,18,Delayed,43953,Credit,47.63,2909.89,0.06,0
SHP00204,China,South Africa,Agricultural,260300,1849,110823,Rail,Shanghai,Dar es Salaam,7,Delayed,111021,On Delivery,48.94,2515.16,0.47,1
SHP00205,China,Egypt,Electronics,843890,3535,33625,Road,Beijing,Lagos,19,Delayed,32927,Prepaid,40.59,96.01,0.47,1
SHP00206,China,Egypt,Electronics,520942,4959,106376,Rail,Shenzhen,Addis Ababa,21,Delayed,107053,Credit,28.48,1955.44,0.06,0
SHP00207,China,South Africa,Textiles,100610,3341,108409,Rail,Qingdao,Addis Ababa,8,On-Time,108593,On Delivery,29.37,2612.91,0.39,0
SHP00208,China,Kenya,Minerals,843890,3280,119044,Ship,Guangzhou,Durban,6,On-Time,119521,Credit,63.24,2634.28,0.17,0
SHP00209,China,Ethiopia,Textiles,520942,1438,108754,Ship,Qingdao,Cairo,3,On-Time,108575,Credit,45.96,988.5,0.32,0
SHP00210,China,Tanzania,Electronics,847130,4139,105494,Air,Shanghai,Tema,23,On-Time,105098,Prepaid,32.24,716.44,0.19,0
SHP00211,China,South Africa,Machinery,260300,3388,30537,Air,Shenzhen,Durban,11,On-Time,31354,Credit,66.68,2542.27,0.46,1
SHP00212,China,Nigeria,Electronics,843890,1227,140832,Rail,Shanghai,Tema,14,On-Time,140135,On Delivery,41.24,1603.14,0.31,0
SHP00213,China,Kenya,Machinery,260300,993,83714,Ship,Shenzhen,Mombasa,23,On-Time,83728,Credit,62.92,218.48,0.48,1
SHP00214,China,Ethiopia,Agricultural,520942,764,41914,Air,Shenzhen,Addis Ababa,17,On-Time,41054,Prepaid,25.59,308.76,0.25,0
SHP00215,China,Ethiopia,Minerals,520942,422,98747,Air,Guangzhou,Mombasa,29,Delayed,98926,On Delivery,38.43,937.37,0.31,0
SHP00216,China,Kenya,Electronics,847130,1731,17289,Air,Shenzhen,Dar es Salaam,15,On-Time,17657,Credit,37.29,374.05,0.43,1
SHP00217,China,Tanzania,Agricultural,520942,3704,23743,Air,Shenzhen,Addis Ababa,38,On-Time,24652,Credit,56.71,1652.93,0.03,0
SHP00218,China,Kenya,Machinery,100610,2988,93204,Rail,Beijing,Addis Ababa,24,Delayed,92929,Prepaid,42.16,2382.26,0.33,0
SHP00219,China,Tanzania,Minerals,260300,2475,80388,Road,Shenzhen,Lagos,10,On-Time,80460,Credit,17.73,2342.67,0.14,0
SHP00220,China,Nigeria,Agricultural,843890,3733,143299,Road,Beijing,Addis Ababa,12,Delayed,143213,On Delivery,44.23,1358.04,0.3,0
SHP00221,China,Ethiopia,Minerals,847130,1634,22633,Road,Shanghai,Tema,35,On-Time,22294,On Delivery,3.12,1927.7,0.31,0
SHP00222,China,Egypt,Electronics,260300,1596,62993,Ship,Beijing,Durban,11,On-Time,62501,On Delivery,5.5,429.61,0.14,0
SHP00223,China,Kenya,Textiles,847130,4408,70108,Air,Shanghai,Mombasa,20,On-Time,70505,Prepaid,32.04,2174.93,0.02,0
SHP00224,China,Nigeria,Machinery,847130,3401,43467,Air,Qingdao,Addis Ababa,28,On-Time,42754,Prepaid,20.28,242.86,0.05,0
SHP00225,China,Kenya,Textiles,520942,4498,21456,Rail,Shanghai,Mombasa,10,On-Time,21549,Prepaid,25.82,212.92,0.26,0
SHP00226,China,Ghana,Minerals,843890,3763,15756,Ship,Shanghai,Tema,29,On-Time,15531,On Delivery,61.79,1954.38,0.27,0
SHP00227,China,Egypt,Agricultural,843890,2478,50113,Ship,Qingdao,Addis Ababa,5,On-Time,50266,Credit,69.6,1987.21,0.28,1
SHP00228,China,Nigeria,Agricultural,847130,2451,14686,Road,Shenzhen,Mombasa,32,On-Time,14347,On Delivery,40.02,2873.09,0.1,0
SHP00229,China,South Africa,Minerals,260300,2384,73910,Rail,Shenzhen,Tema,18,On-Time,73579,Credit,32.35,2269.71,0.18,0
SHP00230,China,Egypt,Electronics,843890,1981,146826,Air,Shenzhen,Addis Ababa,18,On-Time,147128,On Delivery,28.85,461.49,0.5,1
SHP00231,China,South Africa,Machinery,100610,3993,23752,Ship,Beijing,Dar es Salaam,32,On-Time,24741,Credit,19.11,2364.77,0.43,1
SHP00232,China,Tanzania,Electronics,847130,1062,81559,Ship,Shenzhen,Dar es Salaam,14,On-Time,81296,On Delivery,5.82,357.36,0.12,0
SHP00233,China,Ghana,Agricultural,520942,1651,40585,Rail,Beijing,Cairo,29,On-Time,40033,Credit,22.43,1193.96,0.23,0
SHP00234,China,Tanzania,Electronics,843890,3317,95373,Rail,Qingdao,Mombasa,37,On-Time,94515,Prepaid,69.46,2555.02,0.11,1
SHP00235,China,Nigeria,Electronics,260300,610,148401,Ship,Shanghai,Lagos,20,On-Time,148582,On Delivery,61.64,2604.83,0.4,0
SHP00236,China,Ethiopia,Textiles,260300,3969,36750,Air,Shanghai,Lagos,16,On-Time,37178,Prepaid,3.07,465.6,0.12,0
SHP00237,China,Ethiopia,Minerals,520942,4411,141728,Rail,Qingdao,Tema,4,On-Time,141549,Prepaid,22.99,1821.08,0.08,0
SHP00238,China,Nigeria,Electronics,843890,4967,119099,Air,Shenzhen,Cairo,5,Delayed,119000,Credit,11.53,1105.77,0.04,0
SHP00239,China,Tanzania,Agricultural,100610,1013,36822,Air,Shenzhen,Addis Ababa,6,On-Time,36857,Credit,67.66,1300.33,0.16,1
SHP00240,China,Nigeria,Textiles,847130,895,33179,Road,Qingdao,Dar es Salaam,20,On-Time,32625,On Delivery,45.4,652.03,0.31,0
SHP00241,China,Ghana,Textiles,100610,2760,44922,Ship,Shenzhen,Cairo,7,On-Time,44699,Credit,16.01,1456.38,0.38,0
SHP00242,China,Kenya,Machinery,260300,2000,124863,Rail,Shenzhen,Tema,17,Delayed,123945,Prepaid,13.19,228.52,0.39,0
SHP00243,China,Tanzania,Machinery,100610,3615,145146,Road,Beijing,Dar es Salaam,9,On-Time,144909,Credit,43.84,1901.4,0.12,0
SHP00244,China,Kenya,Minerals,843890,2198,103723,Road,Shanghai,Tema,39,Delayed,104320,On Delivery,46.3,1065.94,0.27,1
SHP00245,China,Egypt,Machinery,520942,3079,104853,Ship,Qingdao,Lagos,9,On-Time,104450,Credit,67.52,749.5,0.08,1
SHP00246,China,Ethiopia,Machinery,260300,2343,29022,Air,Guangzhou,Durban,7,On-Time,28234,Credit,58.65,1889.75,0.11,0
SHP00247,China,Nigeria,Electronics,843890,4318,136743,Rail,Guangzhou,Lagos,38,On-Time,136239,Credit,39.04,1365.86,0.42,1
SHP00248,China,Ethiopia,Machinery,100610,4328,34300,Air,Beijing,Dar es Salaam,28,On-Time,33845,Credit,23.74,2213.38,0.24,0
SHP00249,China,South Africa,Machinery,100610,3854,31035,Road,Qingdao,Lagos,31,On-Time,30055,On Delivery,67.0,403.77,0.06,1
SHP00250,China,Tanzania,Electronics,843890,3241,95536,Ship,Guangzhou,Dar es Salaam,3,Delayed,96119,On Delivery,18.94,2523.41,0.03,0
SHP00251,China,Ethiopia,Textiles,843890,2329,132734,Air,Shanghai,Durban,36,On-Time,132459,Credit,45.11,1843.73,0.04,0
SHP00252,China,Ghana,Agricultural,260300,905,61492,Air,Qingdao,Lagos,21,On-Time,61431,Prepaid,36.59,2042.28,0.03,0
SHP00253,China,Tanzania,Minerals,260300,3626,68530,Rail,Shanghai,Cairo,3,On-Time,67937,Prepaid,8.72,111.53,0.26,0
SHP00254,China,Kenya,Minerals,520942,4377,146214,Ship,Shanghai,Mombasa,38,On-Time,145612,Credit,66.05,2352.61,0.18,1
SHP00255,China,Tanzania,Textiles,843890,2539,34956,Road,Shanghai,Lagos,7,On-Time,35331,Credit,6.21,1275.77,0.05,0
SHP00256,China,Egypt,Textiles,260300,3341,66063,Ship,Shenzhen,Lagos,27,Delayed,65525,Credit,15.59,368.55,0.31,0
SHP00257,China,Tanzania,Minerals,520942,1663,128257,Road,Shenzhen,Dar es Salaam,12,On-Time,127908,Prepaid,33.99,346.3,0.25,0
SHP00258,China,Kenya,Machinery,100610,4033,14503,Rail,Shanghai,Lagos,34,On-Time,14025,On Delivery,4.5,336.87,0.3,0
SHP00259,China,Egypt,Minerals,260300,4090,75119,Rail,Qingdao,Lagos,16,On-Time,75103,On Delivery,12.71,825.0,0.46,1
SHP00260,China,Ghana,Textiles,843890,3293,98471,Air,Shenzhen,Tema,23,On-Time,99038,Credit,23.21,2638.41,0.14,0
SHP00261,China,Ethiopia,Textiles,100610,3040,105500,Road,Beijing,Dar es Salaam,15,On-Time,106161,Credit,59.18,2186.83,0.39,0
SHP00262,China,Nigeria,Machinery,260300,1809,63005,Rail,Shenzhen,Durban,27,Delayed,63825,On Delivery,51.36,328.29,0.35,0
SHP00263,China,Nigeria,Agricultural,847130,332,49638,Rail,Shenzhen,Tema,17,On-Time,48725,On Delivery,24.95,1243.18,0.38,0
SHP00264,China,South Africa,Minerals,847130,1426,13706,Ship,Guangzhou,Mombasa,21,On-Time,13759,Credit,61.32,1910.69,0.38,0
SHP00265,China,Tanzania,Textiles,843890,411,60147,Rail,Shenzhen,Durban,7,Delayed,61070,Credit,8.29,1207.48,0.4,0
SHP00266,China,Tanzania,Electronics,843890,3612,73056,Road,Beijing,Lagos,12,On-Time,72357,Prepaid,43.7,568.13,0.18,0
SHP00267,China,South Africa,Agricultural,847130,2597,113777,Air,Shanghai,Lagos,28,Delayed,113812,On Delivery,52.58,611.43,0.48,1
SHP00268,China,Nigeria,Agricultural,260300,2684,105082,Air,Shenzhen,Addis Ababa,33,On-Time,105929,On Delivery,35.89,378.52,0.2,0
SHP00269,China,Egypt,Minerals,100610,1093,23313,Rail,Guangzhou,Lagos,26,On-Time,23490,On Delivery,28.32,1240.8,0.35,0
SHP00270,China,Kenya,Agricultural,847130,2502,85073,Road,Beijing,Lagos,6,On-Time,85013,Credit,7.87,1766.67,0.25,0
SHP00271,China,Nigeria,Agricultural,260300,4671,74122,Air,Shenzhen,Tema,26,On-Time,73819,Credit,39.96,1684.18,0.31,0
SHP00272,China,Nigeria,Minerals,100610,211,21029,Road,Qingdao,Cairo,20,On-Time,21240,Prepaid,58.02,1497.28,0.05,0
SHP00273,China,South Africa,Minerals,100610,4551,47092,Ship,Guangzhou,Addis Ababa,14,On-Time,47089,Credit,15.87,2476.27,0.26,0
SHP00274,China,Tanzania,Machinery,260300,4885,10469,Air,Qingdao,Tema,35,On-Time,11120,Credit,5.78,2405.09,0.39,0
SHP00275,China,Nigeria,Agricultural,847130,1069,26621,Rail,Guangzhou,Dar es Salaam,35,On-Time,26904,Prepaid,35.49,538.87,0.35,0
SHP00276,China,South Africa,Electronics,520942,2175,121859,Ship,Guangzhou,Mombasa,13,On-Time,121460,On Delivery,41.76,557.51,0.19,0
SHP00277,China,Ethiopia,Machinery,100610,2147,51850,Ship,Shanghai,Addis Ababa,15,On-Time,52735,On Delivery,58.47,822.85,0.26,0
SHP00278,China,Nigeria,Textiles,100610,1950,28284,Rail,Qingdao,Addis Ababa,21,On-Time,28609,Credit,16.95,1133.86,0.24,0
SHP00279,China,Nigeria,Agricultural,100610,2053,138168,Road,Shanghai,Durban,23,On-Time,137428,Prepaid,49.86,1895.36,0.03,0
SHP00280,China,Tanzania,Textiles,843890,3028,99848,Air,Shanghai,Tema,26,On-Time,100709,Prepaid,5.42,679.54,0.07,0
SHP00281,China,Ethiopia,Textiles,260300,1669,67424,Air,Qingdao,Durban,38,On-Time,67855,On Delivery,5.41,850.15,0.14,0
SHP00282,China,Egypt,Textiles,100610,212,24675,Ship,Shanghai,Durban,16,On-Time,25546,Prepaid,26.93,1289.52,0.42,1
SHP00283,China,Kenya,Electronics,100610,631,46800,Ship,Guangzhou,Lagos,38,On-Time,46395,On Delivery,43.95,1688.17,0.18,0
SHP00284,China,Nigeria,Electronics,520942,739,107304,Rail,Beijing,Durban,29,On-Time,106942,Credit,17.72,2198.68,0.28,0
SHP00285,China,Ethiopia,Agricultural,843890,3776,70428,Ship,Shanghai,Tema,28,On-Time,70323,On Delivery,44.27,1485.97,0.49,1
SHP00286,China,Tanzania,Minerals,520942,3702,127788,Ship,Guangzhou,Dar es Salaam,26,On-Time,127158,Prepaid,68.08,1827.54,0.18,1
SHP00287,China,Ethiopia,Electronics,100610,474,11304,Air,Guangzhou,Dar es Salaam,6,On-Time,11320,On Delivery,59.77,1685.86,0.27,0
SHP00288,China,Ethiopia,Electronics,100610,622,143593,Air,Qingdao,Addis Ababa,30,On-Time,144297,Credit,55.73,1648.77,0.31,0
SHP00289,China,Tanzania,Textiles,843890,1567,74184,Ship,Shenzhen,Addis Ababa,12,On-Time,74721,Prepaid,47.0,652.19,0.06,0
SHP00290,China,Kenya,Electronics,520942,3265,101111,Rail,Beijing,Tema,24,On-Time,102070,Prepaid,9.17,1071.14,0.49,1
SHP00291,China,Kenya,Electronics,843890,2340,105158,Ship,Shenzhen,Mombasa,34,On-Time,104689,Credit,38.82,2276.48,0.38,0
SHP00292,China,Nigeria,Minerals,100610,2841,101468,Ship,Qingdao,Mombasa,17,Delayed,101071,Credit,19.0,2840.18,0.28,0
SHP00293,China,Nigeria,Minerals,843890,3917,34118,Rail,Shenzhen,Tema,4,On-Time,34395,Credit,25.04,850.88,0.2,0
SHP00294,China,Ghana,Electronics,847130,2324,26253,Rail,Guangzhou,Cairo,25,Delayed,26454,Credit,7.9,1326.01,0.11,0
SHP00295,China,Tanzania,Electronics,260300,3707,127775,Road,Shanghai,Dar es Salaam,30,On-Time,127259,On Delivery,44.97,2394.75,0.2,0
SHP00296,China,Nigeria,Minerals,847130,2335,42991,Road,Shenzhen,Tema,20,On-Time,42458,Prepaid,39.71,502.27,0.31,0
SHP00297,China,Nigeria,Machinery,520942,2974,70794,Rail,Qingdao,Lagos,29,On-Time,69833,Prepaid,36.23,1796.35,0.03,0
SHP00298,China,Nigeria,Minerals,847130,662,134951,Road,Beijing,Tema,39,On-Time,134916,Credit,67.79,2571.34,0.07,1
SHP00299,China,Ethiopia,Minerals,100610,4008,110487,Road,Guangzhou,Tema,3,On-Time,111397,Credit,9.89,2176.93,0.17,0
SHP00300,China,South Africa,Textiles,260300,973,137197,Rail,Guangzhou,Cairo,33,On-Time,137860,On Delivery,2.36,1681.47,0.27,0
SHP00301,China,Nigeria,Textiles,520942,3914,97051,Road,Guangzhou,Dar es Salaam,36,On-Time,97072,On Delivery,51.61,566.3,0.43,1
SHP00302,China,Ethiopia,Minerals,100610,1445,100665,Road,Shenzhen,Lagos,8,On-Time,101628,On Delivery,69.18,2704.38,0.33,1
SHP00303,China,Egypt,Agricultural,100610,2554,48732,Ship,Shenzhen,Cairo,26,On-Time,48886,Credit,61.77,1578.68,0.13,0
SHP00304,China,Ethiopia,Machinery,520942,3881,96353,Ship,Qingdao,Dar es Salaam,35,On-Time,97068,Credit,63.52,2220.32,0.1,0
SHP00305,China,South Africa,Machinery,260300,1148,110400,Air,Beijing,Lagos,25,On-Time,111085,Prepaid,52.06,2419.56,0.42,1
SHP00306,China,Ghana,Machinery,100610,980,134295,Road,Qingdao,Lagos,36,On-Time,134230,Prepaid,1.76,2046.6,0.09,1
SHP00307,China,Kenya,Agricultural,847130,4269,26447,Ship,Shanghai,Lagos,25,On-Time,27049,On Delivery,49.05,1540.4,0.16,0
SHP00308,China,South Africa,Textiles,100610,4678,145600,Rail,Qingdao,Tema,16,Delayed,146024,On Delivery,53.98,2366.4,0.34,0
SHP00309,China,Ethiopia,Agricultural,520942,2307,55290,Ship,Shenzhen,Tema,35,Delayed,54508,On Delivery,39.89,337.41,0.23,0
SHP00310,China,Ghana,Machinery,260300,2647,7659,Air,Beijing,Lagos,10,On-Time,8341,Prepaid,68.41,336.61,0.22,1
SHP00311,China,Tanzania,Machinery,520942,330,66709,Road,Beijing,Mombasa,28,Delayed,66370,On Delivery,60.3,880.19,0.46,1
SHP00312,China,Nigeria,Electronics,843890,1499,10075,Ship,Shanghai,Addis Ababa,9,On-Time,10171,Prepaid,22.38,2489.04,0.15,0
SHP00313,China,Ghana,Minerals,100610,3040,61307,Rail,Beijing,Cairo,16,On-Time,61767,Credit,38.54,294.12,0.13,0
SHP00314,China,Egypt,Electronics,843890,2417,142888,Road,Qingdao,Tema,27,Delayed,142708,Credit,21.86,903.26,0.37,0
SHP00315,China,Kenya,Agricultural,847130,117,133775,Rail,Shanghai,Mombasa,4,On-Time,134420,Prepaid,24.82,2967.14,0.32,0
SHP00316,China,Egypt,Machinery,520942,2574,79813,Rail,Beijing,Tema,32,On-Time,79591,On Delivery,69.69,2567.81,0.27,1
SHP00317,China,Kenya,Textiles,260300,1398,63643,Road,Guangzhou,Tema,39,On-Time,64595,Prepaid,52.02,1578.09,0.03,0
SHP00318,China,Tanzania,Electronics,100610,1108,14168,Air,Beijing,Durban,36,Delayed,14256,Prepaid,3.22,2084.88,0.05,1
SHP00319,China,Kenya,Electronics,847130,3709,76853,Ship,Shanghai,Cairo,17,On-Time,75878,On Delivery,12.79,515.89,0.47,1
SHP00320,China,Ethiopia,Textiles,847130,1623,101019,Rail,Qingdao,Dar es Salaam,31,On-Time,101865,Prepaid,36.6,317.15,0.2,0
SHP00321,China,Egypt,Minerals,260300,628,16093,Ship,Shenzhen,Cairo,4,On-Time,15439,Prepaid,52.44,1521.27,0.32,0
SHP00322,China,Egypt,Agricultural,100610,2311,142788,Road,Beijing,Cairo,14,On-Time,142070,Credit,11.09,834.06,0.49,1
SHP00323,China,Ghana,Electronics,520942,2190,47604,Rail,Shanghai,Mombasa,37,On-Time,47918,Prepaid,32.15,1425.49,0.3,0
SHP00324,China,Egypt,Agricultural,100610,4846,59245,Air,Beijing,Lagos,10,On-Time,59136,On Delivery,21.02,1391.24,0.22,0
SHP00325,China,Ghana,Agricultural,260300,753,148677,Rail,Shanghai,Dar es Salaam,11,Delayed,148493,Credit,43.77,345.95,0.18,0
SHP00326,China,Ethiopia,Textiles,520942,232,73648,Rail,Guangzhou,Dar es Salaam,15,On-Time,74165,Credit,69.51,398.81,0.14,1
SHP00327,China,Ethiopia,Minerals,100610,4146,66035,Rail,Shenzhen,Cairo,21,On-Time,65490,Credit,47.46,778.23,0.34,0
SHP00328,China,Kenya,Machinery,260300,3422,139393,Ship,Shanghai,Addis Ababa,7,On-Time,139251,Credit,1.64,2154.13,0.42,1
SHP00329,China,Tanzania,Electronics,847130,3810,72411,Air,Guangzhou,Addis Ababa,20,On-Time,72758,Prepaid,27.79,1371.43,0.19,0
SHP00330,China,Kenya,Agricultural,847130,1824,15651,Road,Guangzhou,Addis Ababa,22,Delayed,14982,On Delivery,6.99,1067.54,0.47,1
SHP00331,China,Tanzania,Machinery,100610,3918,91120,Road,Shenzhen,Dar es Salaam,12,On-Time,91986,Credit,42.51,1508.95,0.08,0
SHP00332,China,Nigeria,Textiles,843890,820,65058,Rail,Qingdao,Durban,4,On-Time,64444,Prepaid,38.08,430.7,0.02,0
SHP00333,China,Ethiopia,Minerals,843890,4143,99475,Rail,Beijing,Tema,37,On-Time,99809,On Delivery,41.04,136.0,0.07,0
SHP00334,China,Egypt,Machinery,843890,4194,124006,Air,Qingdao,Durban,27,On-Time,124534,Prepaid,6.12,1165.24,0.43,1
SHP00335,China,Kenya,Agricultural,100610,2708,67493,Ship,Qingdao,Addis Ababa,36,On-Time,66687,On Delivery,60.24,2750.32,0.22,0
SHP00336,China,Ghana,Minerals,100610,409,20434,Air,Shenzhen,Lagos,34,On-Time,21282,Prepaid,3.38,1181.96,0.27,0
SHP00337,China,Egypt,Textiles,843890,3411,73803,Air,Shenzhen,Cairo,39,Delayed,74019,On Delivery,66.35,1022.61,0.26,1
SHP00338,China,Ethiopia,Minerals,847130,963,7011,Road,Guangzhou,Mombasa,37,On-Time,7513,On Delivery,55.73,1789.99,0.06,0
SHP00339,China,Nigeria,Electronics,847130,625,27852,Ship,Shanghai,Durban,10,On-Time,28503,Credit,41.25,1681.27,0.06,0
SHP00340,China,Egypt,Machinery,520942,1950,143141,Road,Shanghai,Lagos,26,On-Time,142215,Prepaid,10.8,302.41,0.11,0
SHP00341,China,South Africa,Textiles,847130,4508,119650,Road,Beijing,Lagos,8,On-Time,119560,Credit,34.92,394.49,0.42,1
SHP00342,China,Egypt,Agricultural,100610,173,13036,Rail,Beijing,Mombasa,37,Delayed,13767,On Delivery,69.65,1638.42,0.05,1
SHP00343,China,Egypt,Minerals,260300,4204,68918,Rail,Shenzhen,Mombasa,19,On-Time,68925,On Delivery,54.49,2940.43,0.24,0
SHP00344,China,South Africa,Textiles,520942,1982,81449,Road,Shenzhen,Cairo,24,On-Time,80791,Credit,31.67,910.49,0.14,0
SHP00345,China,Ghana,Minerals,847130,4907,135544,Rail,Guangzhou,Tema,23,On-Time,135547,Prepaid,17.6,2492.91,0.28,0
SHP00346,China,Tanzania,Machinery,843890,3506,104931,Rail,Shanghai,Lagos,26,Delayed,104839,Prepaid,44.4,1469.25,0.21,0
SHP00347,China,Kenya,Electronics,843890,3220,25219,Rail,Qingdao,Dar es Salaam,20,On-Time,26003,Prepaid,55.79,1387.03,0.37,0
SHP00348,China,Nigeria,Electronics,843890,2617,137379,Road,Qingdao,Cairo,7,On-Time,136542,On Delivery,63.63,401.46,0.3,0
SHP00349,China,Kenya,Agricultural,100610,316,31421,Road,Beijing,Lagos,14,On-Time,32202,Credit,55.65,378.84,0.4,0
SHP00350,China,South Africa,Agricultural,520942,2010,71093,Road,Qingdao,Addis Ababa,14,Delayed,70975,On Delivery,33.19,2943.06,0.25,0
SHP00351,China,Kenya,Textiles,260300,4727,83518,Rail,Guangzhou,Durban,38,On-Time,83958,Prepaid,40.05,1326.47,0.31,0
SHP00352,China,Ghana,Electronics,847130,4849,73344,Air,Guangzhou,Mombasa,19,Delayed,73317,Prepaid,32.73,1333.15,0.31,0
SHP00353,China,Kenya,Machinery,100610,3872,46862,Ship,Qingdao,Tema,37,On-Time,47214,Prepaid,5.57,14.49,0.32,0
SHP00354,China,Egypt,Textiles,843890,3985,116431,Ship,Shenzhen,Durban,21,On-Time,116777,Credit,32.21,1533.75,0.32,0
SHP00355,China,Egypt,Electronics,520942,2384,95102,Road,Qingdao,Dar es Salaam,18,On-Time,94123,Credit,48.61,2169.51,0.35,0
SHP00356,China,Ethiopia,Electronics,260300,2417,82949,Air,Guangzhou,Tema,23,On-Time,82142,Prepaid,24.34,2200.49,0.27,0
SHP00357,China,Ghana,Minerals,100610,3284,82842,Rail,Shenzhen,Addis Ababa,10,Delayed,83353,Prepaid,21.68,47.87,0.37,0
SHP00358,China,Kenya,Minerals,100610,74,145836,Ship,Guangzhou,Cairo,3,On-Time,144976,On Delivery,53.11,2307.92,0.33,0
SHP00359,China,Egypt,Machinery,260300,3248,111752,Rail,Shanghai,Cairo,38,On-Time,111454,Prepaid,7.57,1465.45,0.05,0
SHP00360,China,Ghana,Machinery,847130,463,105318,Rail,Shanghai,Dar es Salaam,13,On-Time,106112,Prepaid,44.8,1733.24,0.35,0
SHP00361,China,South Africa,Agricultural,843890,2142,27031,Rail,Shanghai,Addis Ababa,4,On-Time,26405,Credit,59.18,730.48,0.24,0
SHP00362,China,Ethiopia,Agricultural,843890,4595,121185,Rail,Shenzhen,Cairo,15,On-Time,122135,On Delivery,17.42,846.61,0.4,0
SHP00363,China,Ethiopia,Textiles,847130,1023,58117,Rail,Guangzhou,Lagos,29,On-Time,58371,On Delivery,34.14,681.96,0.32,0
SHP00364,China,Nigeria,Agricultural,260300,486,127258,Rail,Beijing,Addis Ababa,21,On-Time,126983,Prepaid,14.37,2160.78,0.43,1
SHP00365,China,Ghana,Electronics,847130,1639,30235,Road,Shenzhen,Durban,34,On-Time,30436,Prepaid,50.41,2468.49,0.4,0
SHP00366,China,South Africa,Agricultural,843890,2357,76126,Ship,Shenzhen,Cairo,10,On-Time,76780,Prepaid,12.37,2646.57,0.41,1
SHP00367,China,Kenya,Machinery,100610,1314,94081,Rail,Shanghai,Mombasa,31,On-Time,94200,Credit,42.15,2687.7,0.3,0
SHP00368,China,Kenya,Machinery,520942,2487,85811,Ship,Guangzhou,Lagos,31,Delayed,85443,On Delivery,26.18,814.83,0.42,1
SHP00369,China,Egypt,Machinery,843890,4573,141643,Road,Qingdao,Addis Ababa,38,Delayed,141461,Credit,31.22,2730.28,0.19,1
SHP00370,China,Ghana,Textiles,100610,3542,37441,Ship,Guangzhou,Tema,25,On-Time,37369,Prepaid,65.22,2533.52,0.34,1
SHP00371,China,Ghana,Minerals,100610,4168,90716,Rail,Shenzhen,Addis Ababa,23,Delayed,90840,On Delivery,67.67,2284.31,0.48,1
SHP00372,China,Nigeria,Textiles,100610,4576,59040,Ship,Shanghai,Mombasa,32,On-Time,59915,On Delivery,55.05,1934.23,0.03,0
SHP00373,China,Nigeria,Electronics,847130,1174,59575,Rail,Qingdao,Dar es Salaam,30,Delayed,59953,Credit,32.85,630.6,0.19,0
